areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
Boerum Hill,Brooklyn,neighborhood,2600.0,2800.0,2600.0,2395.0,2500.0,2450.0,2475.0,2500.0,3000.0,2750.0,2800.0,2500.0,2600.0,3000.0,3000.0,3250.0,3500.0,2800.0,2800.0,2800.0,2450.0,3000.0,3395.0,3995.0,3600.0,3500.0,3000.0,3350.0,2675.0,2850.0,3700.0,3400.0,3275.0,3000.0,3000.0,3200.0,3000.0,3000.0,3000.0,3000.0,3350.0,3200.0,3150.0,3500.0,4250.0,3675.0,3050.0,2900.0,3000.0,3200.0,3400.0,3400.0,3000.0,3025.0,3000.0,3000.0,3000.0,3000.0,2980.0,3000.0,2850.0,2900.0,3150.0,2900.0,2800.0,3000.0,2950.0,2900.0,2995.0,2900.0,2813.0,2700.0,2875.0,2800.0,2995.0,3300.0,3500.0,3300.0,3200.0,3000.0,2900.0,2795.0,2800.0,2995.0,3000.0,3133.0,3000.0,2995.0,3100.0,3000.0,3200.0,3250.0,3325.0,3200.0,3000.0,3200.0,3092.0,3050.0,3000.0,2995.0,3400.0,3275.0,3200.0,3200.0,3200.0,3250.0,3500.0,3100.0,3000.0,2950.0,2900.0,3395.0,3395.0,3388.0,3475.0,3500.0,3300.0,3499.0,3400.0,3300.0,3450.0,3450.0,3500.0,3500.0,3500.0,3395.0,3200.0,3200.0,3000.0,2895.0,2750.0,2700.0,2618.0,2600.0,2700.0,2725.0,2800.0,2809.0,3000.0,2800.0,2750.0,3000.0,3000.0,3550.0,3600.0,3250.0,3500.0,3500.0,4300.0,4500.0,4100.0,3800.0,3799.0,3800.0,3695.0,4300.0,4160.0,4400.0,4300.0,4400.0,4400.0,4400.0,4500.0,4200.0,4200.0,4000.0,3850.0,4075.0,4000.0,4095.0,4000.0,4450.0,4405.0,4300.0,4300.0,4350.0,3995.0,3995.0,4112.0,4000.0,3950.0,4000.0,3950.0,4250.0,4900.0,4850.0,4800.0,4900.0,4880.0,4900.0,4900.0,4900.0,4725.0,4725.0,5000.0,4850.0,4950.0,5000.0
Borough Park,Brooklyn,neighborhood,2000.0,2000.0,1150.0,2000.0,2000.0,950.0,1500.0,1350.0,1350.0,1250.0,1250.0,1200.0,1200.0,1250.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1350.0,1200.0,1200.0,1350.0,1300.0,1400.0,1300.0,1300.0,1400.0,1295.0,1300.0,1550.0,1550.0,1275.0,1250.0,1200.0,1200.0,2000.0,1550.0,1300.0,1475.0,1500.0,1600.0,1600.0,1800.0,1700.0,1300.0,1300.0,1400.0,1695.0,1750.0,1750.0,1700.0,1690.0,1690.0,1700.0,1575.0,1525.0,1500.0,1500.0,1550.0,1595.0,1595.0,1800.0,1700.0,1600.0,1600.0,1550.0,1850.0,1800.0,1750.0,1899.0,1595.0,1800.0,1800.0,1800.0,1750.0,1898.0,1900.0,1900.0,2100.0,1900.0,1850.0,1984.0,2000.0,1900.0,1750.0,1790.0,1750.0,1750.0,1725.0,1775.0,1800.0,1800.0,1800.0,1675.0,1670.0,1650.0,1795.0,1700.0,1750.0,1850.0,1899.0,1850.0,1800.0,1900.0,1875.0,1700.0,1850.0,1950.0,1900.0,1900.0,1900.0,1850.0,1900.0,1971.0,1900.0,2050.0,1900.0,1875.0,1900.0,1995.0,2098.0,1755.0,1849.0,1700.0,1750.0,1850.0,1795.0,1795.0,1795.0,1750.0,1799.0,1650.0,1700.0,1849.0,1800.0,1799.0,1800.0,1875.0,1900.0,1850.0,1899.0,1650.0,1650.0,1800.0,1900.0,1995.0,2000.0,2177.0,2150.0,2240.0,2000.0,2195.0,1975.0,2000.0,2200.0,2000.0,2100.0,2070.0,2400.0,2300.0,2450.0,2550.0,2500.0,2400.0,2300.0,2400.0,2250.0,2495.0,2400.0,2625.0,2495.0,2495.0,2500.0,2650.0,2600.0,2290.0,2500.0,2400.0,2200.0,2200.0,2600.0,2650.0,2500.0,2500.0,2600.0,2495.0,2395.0,2750.0,2750.0,2700.0,2200.0,2730.0,2650.0,2550.0,2495.0,2500.0
Briarwood,Queens,neighborhood,1400.0,1350.0,1250.0,1250.0,1350.0,1350.0,1350.0,1350.0,1275.0,1299.0,1300.0,1450.0,1350.0,1375.0,1375.0,1300.0,1275.0,1275.0,1275.0,1300.0,1300.0,1100.0,1100.0,1300.0,1275.0,1275.0,1450.0,1300.0,1750.0,1800.0,1650.0,1900.0,1500.0,1475.0,1475.0,1425.0,1425.0,1450.0,1450.0,1450.0,1550.0,1475.0,1550.0,1450.0,1600.0,1595.0,1525.0,1495.0,1600.0,1595.0,1595.0,1450.0,1550.0,1595.0,1625.0,1600.0,1695.0,1795.0,1625.0,1675.0,1650.0,1525.0,1560.0,1575.0,1700.0,1795.0,1750.0,1700.0,1675.0,1675.0,1650.0,1695.0,1690.0,1695.0,1695.0,1749.0,1800.0,1725.0,1750.0,1699.0,1655.0,1695.0,1685.0,1695.0,1600.0,1675.0,1700.0,1700.0,1700.0,1700.0,1740.0,1800.0,1749.0,1800.0,1850.0,1800.0,1795.0,1725.0,1800.0,1800.0,1740.0,1749.0,1750.0,1699.0,1750.0,1769.0,1750.0,1815.0,1775.0,1699.0,1795.0,1745.0,1750.0,1800.0,1750.0,1750.0,1900.0,1850.0,1850.0,1750.0,1795.0,1775.0,1777.0,1727.0,1725.0,1785.0,1795.0,1727.0,1750.0,1750.0,1727.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1800.0,1875.0,1850.0,1950.0,1895.0,1850.0,1850.0,1850.0,1895.0,1995.0,1911.0,1875.0,1875.0,1875.0,1945.0,1900.0,1855.0,1900.0,1900.0,2200.0,2009.0,1995.0,1978.0,1900.0,1900.0,1950.0,1925.0,2030.0,2200.0,1950.0,1950.0,2200.0,2100.0,2099.0,2045.0,1995.0,1995.0,2050.0,1995.0,2000.0,2000.0,2275.0,2275.0,2450.0,2350.0,2200.0,2200.0,2050.0,2050.0,1995.0,2200.0,2300.0,2200.0,2200.0,2300.0
Brighton Beach,Brooklyn,neighborhood,1400.0,1400.0,1400.0,1275.0,2500.0,950.0,950.0,1275.0,1275.0,1250.0,1250.0,1250.0,1250.0,1275.0,1250.0,1275.0,1200.0,1250.0,1595.0,1450.0,1300.0,1275.0,1265.0,1350.0,1350.0,1450.0,1350.0,1350.0,1700.0,1575.0,1575.0,1675.0,1700.0,1700.0,1800.0,1900.0,2300.0,2495.0,1900.0,1775.0,1775.0,1750.0,1750.0,1800.0,2031.0,2000.0,1850.0,1784.0,2200.0,1784.0,2000.0,1900.0,2000.0,1850.0,1900.0,1900.0,1950.0,1850.0,1825.0,1600.0,1750.0,1799.0,1800.0,2000.0,2100.0,2200.0,1950.0,2095.0,2095.0,2100.0,2350.0,2000.0,1850.0,1950.0,1950.0,1950.0,1850.0,1875.0,1895.0,1950.0,1950.0,2000.0,2100.0,2300.0,2215.0,2100.0,2200.0,2150.0,2100.0,2150.0,2250.0,2150.0,2050.0,2095.0,2100.0,2050.0,2050.0,2065.0,2025.0,2050.0,2075.0,2125.0,2150.0,2099.0,2100.0,2050.0,2050.0,2100.0,2050.0,2185.0,2175.0,1975.0,2025.0,2100.0,2050.0,2000.0,1950.0,2050.0,2096.0,1895.0,1900.0,1949.0,2195.0,2109.0,2025.0,2049.0,2047.0,2200.0,2000.0,1882.0,1995.0,1950.0,1795.0,1725.0,1800.0,1850.0,1899.0,1800.0,1875.0,1853.0,2099.0,2225.0,2000.0,2195.0,2050.0,2050.0,2000.0,2075.0,2100.0,2195.0,2350.0,2395.0,2220.0,2400.0,2400.0,2450.0,2499.0,2500.0,2899.0,2700.0,2500.0,2500.0,2500.0,2495.0,2500.0,2575.0,2350.0,2465.0,2427.0,2495.0,2450.0,2500.0,2500.0,2850.0,2550.0,2300.0,2500.0,2450.0,2395.0,2400.0,2250.0,2300.0,2700.0,2515.0,2500.0,2481.0,2592.0,2400.0,2275.0,2250.0,2350.0,2617.0,2600.0,2600.0,2600.0,2695.0,2595.0,2600.0
Bronx,Bronx,borough,1650.0,1600.0,1595.0,1600.0,1800.0,1650.0,1850.0,2000.0,1800.0,1600.0,1800.0,1700.0,1600.0,1595.0,1600.0,1600.0,1550.0,1450.0,1575.0,1500.0,1450.0,1450.0,1400.0,1400.0,1450.0,1600.0,1595.0,1600.0,1500.0,1450.0,1500.0,1550.0,1450.0,1525.0,1600.0,1500.0,1500.0,1500.0,1500.0,1550.0,1600.0,1600.0,1496.0,1595.0,1500.0,1450.0,1500.0,1575.0,1500.0,1571.0,1600.0,1650.0,1675.0,1725.0,1550.0,1476.0,1450.0,1484.0,1475.0,1450.0,1475.0,1475.0,1500.0,1500.0,1499.0,1500.0,1500.0,1600.0,1600.0,1595.0,1650.0,1620.0,1625.0,1600.0,1580.0,1600.0,1650.0,1700.0,1700.0,1700.0,1700.0,1699.0,1675.0,1700.0,1700.0,1675.0,1750.0,1749.0,1750.0,1750.0,1750.0,1750.0,1750.0,1795.0,1750.0,1750.0,1790.0,1800.0,1860.0,1925.0,1900.0,1940.0,1900.0,1899.0,1949.0,1940.0,1825.0,1850.0,1899.0,1875.0,1890.0,1895.0,1895.0,1899.0,1925.0,1950.0,2000.0,1970.0,1938.0,1920.0,1950.0,1995.0,1995.0,2000.0,1975.0,1979.0,2000.0,1995.0,1995.0,1930.0,1904.0,1900.0,1900.0,1950.0,1904.0,1950.0,2000.0,2000.0,2050.0,2095.0,2010.0,2000.0,2095.0,2100.0,2095.0,2199.0,2200.0,2150.0,2247.0,2247.0,2299.0,2300.0,2300.0,2295.0,2275.0,2250.0,2250.0,2387.0,2300.0,2495.0,2500.0,2599.0,2576.0,2595.0,2650.0,2550.0,2550.0,2500.0,2595.0,2600.0,2600.0,2728.0,2871.0,2844.0,2825.0,2815.0,2865.0,2899.0,2850.0,2875.0,2813.0,2717.0,2800.0,2995.0,3000.0,3050.0,3000.0,3060.0,3000.0,3100.0,3100.0,3060.0,2903.0,3050.0,2900.0,2900.0,2950.0,2995.0
Bronxwood,Bronx,neighborhood,,,,,,,1100.0,1100.0,1100.0,,,,,650.0,650.0,1000.0,1150.0,1150.0,,1050.0,1050.0,990.0,1100.0,990.0,650.0,1150.0,650.0,1400.0,950.0,950.0,1000.0,1050.0,1075.0,1050.0,1050.0,1300.0,1300.0,1300.0,1300.0,1300.0,776.0,776.0,776.0,1300.0,1075.0,1500.0,1300.0,1300.0,1101.0,1100.0,1099.0,1050.0,1101.0,1300.0,1325.0,1215.0,1200.0,1250.0,1225.0,1275.0,1250.0,1200.0,1175.0,1100.0,1650.0,1850.0,1800.0,1350.0,1350.0,1300.0,1650.0,1575.0,1325.0,1300.0,1499.0,1499.0,1650.0,1600.0,1800.0,1750.0,1625.0,1500.0,1450.0,1450.0,1495.0,1550.0,1475.0,1500.0,1650.0,1500.0,1500.0,1600.0,1525.0,1475.0,1500.0,1600.0,1750.0,1600.0,1525.0,1525.0,1750.0,1550.0,1595.0,1575.0,1550.0,1625.0,1595.0,1700.0,1650.0,1595.0,1700.0,1625.0,1750.0,1895.0,1625.0,1750.0,2300.0,1950.0,1700.0,1695.0,1675.0,1625.0,1595.0,1695.0,2050.0,1595.0,1645.0,1725.0,1725.0,1695.0,1545.0,1600.0,1625.0,1545.0,1845.0,1595.0,1695.0,1650.0,1600.0,1650.0,1695.0,1649.0,1875.0,1675.0,1675.0,1800.0,1675.0,2000.0,1995.0,1950.0,1800.0,1750.0,1725.0,1725.0,1800.0,1650.0,1600.0,2000.0,1830.0,2149.0,1700.0,1875.0,2150.0,2075.0,2500.0,2300.0,2200.0,1768.0,2395.0,2395.0,2300.0,1725.0,1650.0,1775.0,1775.0,2443.0,2443.0,1900.0,2128.0,2350.0,1850.0,1897.0,1750.0,2450.0,1790.0,1795.0,2450.0,1800.0,2400.0,1850.0,2500.0,2500.0,1850.0,1850.0,2250.0,2900.0,2195.0,1900.0
Brooklyn,Brooklyn,borough,2200.0,2134.0,2150.0,2150.0,2207.0,2300.0,2350.0,2300.0,2400.0,2400.0,2215.0,2150.0,2100.0,2000.0,2048.0,2100.0,2200.0,2300.0,2350.0,2400.0,2500.0,2465.0,2400.0,2450.0,2495.0,2490.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2658.0,2641.0,2650.0,2700.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2650.0,2700.0,2700.0,2645.0,2550.0,2566.0,2515.0,2500.0,2500.0,2550.0,2650.0,2650.0,2640.0,2650.0,2600.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2555.0,2550.0,2575.0,2600.0,2650.0,2600.0,2595.0,2550.0,2500.0,2600.0,2599.0,2599.0,2600.0,2658.0,2699.0,2699.0,2690.0,2650.0,2600.0,2525.0,2500.0,2500.0,2500.0,2495.0,2500.0,2500.0,2570.0,2600.0,2660.0,2600.0,2536.0,2500.0,2475.0,2450.0,2450.0,2495.0,2500.0,2595.0,2625.0,2699.0,2695.0,2600.0,2550.0,2500.0,2500.0,2500.0,2500.0,2500.0,2595.0,2600.0,2650.0,2700.0,2700.0,2700.0,2696.0,2600.0,2600.0,2600.0,2680.0,2700.0,2767.0,2750.0,2700.0,2700.0,2615.0,2500.0,2450.0,2400.0,2400.0,2395.0,2385.0,2399.0,2400.0,2429.0,2499.0,2599.0,2650.0,2680.0,2600.0,2625.0,2690.0,2725.0,2800.0,2850.0,2950.0,3050.0,3223.0,3400.0,3400.0,3342.0,3250.0,3152.0,3100.0,3200.0,3199.0,3200.0,3300.0,3400.0,3400.0,3500.0,3500.0,3500.0,3400.0,3275.0,3250.0,3300.0,3325.0,3367.0,3483.0,3500.0,3525.0,3595.0,3600.0,3548.0,3500.0,3437.0,3395.0,3400.0,3450.0,3500.0,3599.0,3600.0,3750.0,3800.0,3825.0,3800.0,3750.0,3662.0,3640.0,3629.0,3700.0,3750.0,3815.0,3895.0,3900.0
Brooklyn Heights,Brooklyn,neighborhood,2300.0,2400.0,2400.0,2200.0,2400.0,2200.0,2675.0,2900.0,3000.0,3300.0,2600.0,2650.0,2600.0,3200.0,3200.0,3100.0,2400.0,2800.0,2900.0,3000.0,3000.0,3000.0,2850.0,2750.0,2850.0,2775.0,2700.0,2800.0,2950.0,3200.0,3350.0,3499.0,3499.0,3250.0,3000.0,2700.0,2800.0,3000.0,3300.0,2828.0,3200.0,3100.0,3600.0,3450.0,3380.0,3350.0,3100.0,3104.0,3051.0,3000.0,3000.0,3020.0,3085.0,2900.0,2895.0,3260.0,3100.0,2975.0,3100.0,2885.0,2750.0,2900.0,3000.0,3130.0,2965.0,3000.0,3245.0,3295.0,3200.0,3200.0,3250.0,2950.0,3100.0,3400.0,3200.0,3150.0,3200.0,3150.0,3100.0,3165.0,3483.0,3400.0,3195.0,3400.0,3495.0,3350.0,3200.0,3200.0,3000.0,3100.0,3100.0,2999.0,3020.0,3275.0,3000.0,3100.0,3200.0,3100.0,3000.0,2850.0,2979.0,3100.0,3200.0,3300.0,3500.0,3391.0,3300.0,3250.0,3115.0,3250.0,3500.0,3500.0,3400.0,3500.0,3400.0,3546.0,3700.0,3773.0,3883.0,3800.0,3900.0,3658.0,3586.0,3999.0,3499.0,3212.0,3250.0,3000.0,2995.0,2850.0,2800.0,2800.0,2750.0,2749.0,2700.0,2700.0,2900.0,2895.0,2900.0,3100.0,3450.0,3379.0,3431.0,3600.0,4125.0,3995.0,3666.0,3850.0,4000.0,4035.0,4149.0,4375.0,4850.0,4400.0,4725.0,4650.0,4300.0,4314.0,4100.0,3950.0,4100.0,4300.0,4200.0,4048.0,4500.0,4650.0,4500.0,4303.0,4500.0,4995.0,4485.0,4331.0,4500.0,4500.0,4448.0,4650.0,4695.0,4700.0,4395.0,4700.0,4500.0,4200.0,4690.0,4500.0,4400.0,4640.0,4995.0,4850.0,4600.0,4700.0,4300.0,4450.0,4500.0,4956.0,4919.0,4700.0,4500.0,4885.0
Brookville,Queens,neighborhood,1400.0,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,2300.0,2300.0,,,,,,1650.0,,,,,,1800.0,1800.0,1800.0,2000.0,2000.0,2000.0,2000.0,,,1950.0,1950.0,2500.0,1950.0,,,,1950.0,1950.0,1950.0,1950.0,,1900.0,,2200.0,2200.0,2500.0,2500.0,2500.0,2400.0,2300.0,2300.0,2300.0,,2200.0,2200.0,2200.0,,,,,,2400.0,2400.0,2600.0,,3300.0,3300.0,3300.0,,,2800.0,2800.0,2650.0,2500.0,,2200.0,,2300.0,2300.0,2250.0,2000.0,2500.0,2300.0,2500.0,1650.0,2300.0,,,3000.0,3000.0,3000.0,,,,1800.0,3000.0,3000.0,3000.0,2800.0,2800.0,2350.0,2800.0,3000.0,2195.0,2650.0,2800.0,3200.0,3200.0,1650.0,,2500.0,2600.0,2600.0,2600.0,3500.0,3500.0,2750.0,2600.0,2700.0,2650.0,1700.0,,2900.0,,,3800.0,3300.0,,3650.0,3650.0,3750.0,,2500.0,2500.0,3499.0,2999.0,2800.0,,3000.0,3000.0
Brownsville,Brooklyn,neighborhood,1450.0,1350.0,1195.0,1350.0,,,1100.0,1100.0,1100.0,,,1400.0,1400.0,1100.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1050.0,1050.0,1075.0,1050.0,1050.0,1050.0,1100.0,1350.0,1350.0,1350.0,1350.0,1200.0,1000.0,1000.0,1250.0,1250.0,1500.0,1500.0,1525.0,1500.0,1500.0,1500.0,1450.0,1550.0,1450.0,1400.0,1400.0,1400.0,1200.0,1350.0,1350.0,1300.0,1300.0,1400.0,1400.0,1400.0,1450.0,1600.0,1595.0,1500.0,1300.0,1300.0,1350.0,1400.0,1500.0,1575.0,1600.0,1600.0,1600.0,1600.0,1575.0,1700.0,1600.0,1620.0,1650.0,1700.0,1600.0,1800.0,1700.0,1749.0,1700.0,1650.0,1699.0,1795.0,1795.0,1799.0,1700.0,1875.0,1800.0,1800.0,1800.0,1725.0,1725.0,1800.0,1750.0,1700.0,1699.0,1750.0,1825.0,1750.0,1795.0,1800.0,1850.0,1825.0,1900.0,1900.0,1950.0,1950.0,2100.0,2100.0,2100.0,1950.0,2100.0,2350.0,1999.0,1950.0,2000.0,2000.0,1950.0,2000.0,2000.0,1999.0,2000.0,1800.0,1836.0,1900.0,1875.0,2150.0,1995.0,1900.0,2200.0,2200.0,2000.0,1850.0,1975.0,1900.0,1900.0,1900.0,2099.0,2050.0,2050.0,2000.0,2000.0,1975.0,1899.0,1900.0,2100.0,2000.0,2100.0,2200.0,2195.0,2150.0,2100.0,2100.0,2200.0,2200.0,2200.0,2500.0,2200.0,2300.0,2500.0,2350.0,2195.0,2350.0,2400.0,2400.0,2500.0,2200.0,2205.0,2495.0,2500.0,2400.0,2450.0,2200.0,2200.0,2550.0,2800.0,2750.0,2795.0,2750.0,2800.0,2695.0,2500.0,2525.0,2500.0,2400.0,2650.0,2750.0,2999.0,2765.0,2400.0,2550.0,2600.0,2600.0,2600.0,2850.0,2895.0,2550.0
Bushwick,Brooklyn,neighborhood,1599.0,1450.0,1599.0,1950.0,1950.0,1550.0,1550.0,1500.0,1500.0,1500.0,1450.0,1625.0,1695.0,1695.0,1695.0,1695.0,1700.0,1650.0,1850.0,1900.0,1500.0,1700.0,1800.0,1750.0,1725.0,1725.0,1800.0,1895.0,1800.0,1975.0,2000.0,2000.0,2200.0,2000.0,2000.0,2100.0,2150.0,2108.0,2199.0,2337.0,2300.0,2100.0,2200.0,2400.0,2495.0,2500.0,2450.0,2399.0,2300.0,2300.0,2400.0,2450.0,2500.0,2500.0,2500.0,2500.0,2590.0,2400.0,2400.0,2399.0,2450.0,2500.0,2595.0,2500.0,2550.0,2550.0,2600.0,2600.0,2678.0,2650.0,2500.0,2499.0,2599.0,2700.0,2655.0,2600.0,2650.0,2700.0,2695.0,2650.0,2600.0,2500.0,2500.0,2499.0,2450.0,2473.0,2500.0,2550.0,2600.0,2600.0,2650.0,2690.0,2612.0,2539.0,2499.0,2450.0,2450.0,2498.0,2500.0,2583.0,2645.0,2699.0,2700.0,2699.0,2645.0,2575.0,2500.0,2455.0,2500.0,2545.0,2575.0,2658.0,2650.0,2600.0,2750.0,2800.0,2800.0,2800.0,2750.0,2676.0,2799.0,2800.0,2795.0,2749.0,2612.0,2599.0,2600.0,2520.0,2490.0,2375.0,2350.0,2350.0,2350.0,2395.0,2390.0,2400.0,2449.0,2499.0,2650.0,2800.0,2850.0,2800.0,2800.0,2800.0,2900.0,3000.0,3099.0,3150.0,3299.0,3300.0,3400.0,3499.0,3400.0,3267.0,3150.0,3100.0,3099.0,3200.0,3200.0,3250.0,3350.0,3350.0,3400.0,3400.0,3375.0,3300.0,3195.0,3090.0,3199.0,3250.0,3299.0,3399.0,3400.0,3495.0,3499.0,3495.0,3449.0,3300.0,3250.0,3200.0,3250.0,3350.0,3350.0,3475.0,3500.0,3500.0,3550.0,3599.0,3500.0,3496.0,3450.0,3450.0,3450.0,3500.0,3500.0,3650.0,3800.0,3795.0
Cambria Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,,,,,,,,,2200.0,1500.0,,,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,,1825.0,1825.0,1825.0,1400.0,1400.0,1900.0,,2595.0,2500.0,2500.0,2500.0,2500.0,2500.0,,,,,,,,1900.0,,2550.0,2550.0,2550.0,2550.0,2550.0,,,,,,,1750.0,,2500.0,,,2200.0,1700.0,1700.0,,,,,,,,4600.0,4600.0,4600.0,,1800.0,1800.0,,2300.0,2300.0,3400.0,,2100.0,2900.0,,,1700.0,,6500.0,3150.0,4500.0,4500.0,3150.0,3050.0,2900.0,2895.0,,2900.0,,,,,3950.0,,,1395.0,1350.0,,,,1300.0,3750.0,,,,2500.0,2500.0,3027.0,2200.0,2200.0,4000.0,4000.0,,,4111.0,4700.0,2100.0,2100.0,2100.0,4200.0,3815.0,3815.0,,3899.0,3899.0
Canarsie,Brooklyn,neighborhood,1650.0,1600.0,1400.0,1400.0,,,,,,1250.0,1800.0,1900.0,1594.0,1594.0,1400.0,1400.0,1400.0,1400.0,1500.0,1400.0,1550.0,1700.0,1800.0,1800.0,1800.0,550.0,550.0,1575.0,1400.0,1350.0,1350.0,1600.0,1400.0,1100.0,1100.0,1525.0,1395.0,1400.0,1300.0,1650.0,1600.0,1500.0,1500.0,1500.0,1595.0,1545.0,1800.0,1199.0,1199.0,1100.0,1250.0,1350.0,1300.0,1400.0,1450.0,1450.0,1600.0,1700.0,1700.0,1800.0,1750.0,1500.0,1550.0,1550.0,1700.0,1800.0,1850.0,1850.0,1850.0,1850.0,1850.0,1800.0,1800.0,1825.0,1800.0,1799.0,1825.0,1800.0,1800.0,1800.0,2000.0,1850.0,1800.0,2000.0,2200.0,1850.0,1750.0,1900.0,2199.0,2100.0,2100.0,1850.0,2099.0,1900.0,2000.0,2000.0,2197.0,2100.0,2000.0,1999.0,2100.0,2200.0,2150.0,2299.0,2200.0,2200.0,2000.0,2000.0,2000.0,1950.0,2200.0,2000.0,2000.0,2200.0,2200.0,2200.0,1925.0,2200.0,2100.0,2100.0,2200.0,2250.0,2350.0,2300.0,2300.0,2200.0,2200.0,2200.0,2400.0,2300.0,2300.0,2245.0,2100.0,2200.0,2100.0,2000.0,2000.0,2100.0,2095.0,2095.0,2095.0,2200.0,2250.0,2399.0,2200.0,2200.0,2300.0,2300.0,2300.0,2250.0,2550.0,2400.0,2300.0,2400.0,2375.0,2300.0,2300.0,2400.0,2599.0,2600.0,2500.0,2600.0,2575.0,2400.0,2500.0,2500.0,2595.0,2500.0,2500.0,2600.0,2700.0,2850.0,2800.0,2700.0,2900.0,2900.0,2800.0,2999.0,2995.0,2885.0,2750.0,2700.0,2699.0,2850.0,2849.0,2700.0,3000.0,2730.0,3000.0,2677.0,3000.0,3000.0,2700.0,2700.0,3000.0,3200.0,3075.0,3450.0
